Text,Polarity,With Emoji
Gags umorder ako ng Realme buds R40 dumating R95. Tsaka sira sira yung dulo ng jack at ampangit ng sounds So disapointed naloko ako ng rating at wag na kayu bumili sayang pera.. Dagdag stress hayyys,0,0
I'm not pleased with the item. ??  Worst one for sure. It'll be a bother to return it because i need to spend more to return this piece of junk.,0,0
Isa lang po gumagana sa headset yung left side lang po kala ko pa naman po maayos at magagamit useless pala sayang lang din pera hayssss.,0,0
Black inorder ko white dumating then grounded agad wag kayo oorder dito adik yung seller,0,0
Very disappointed ?? magnetic po Yung inorder ko bat iba po Yung laman Ng package this my second pa Naman na omoder in this shop looks like Hindi na mauulit why Naman po ganun seller,0,0
Sabog ang tunog ??,0,0
Sira at hindi gumagana ibang item pa pinadala nila ibang item na nga sira pa at dipa gumagana  ??,0,0
Sa susunod po sana mag deliver Kay J n t huwag nyo iabot sa bata dahil Hindi niya alam kung saan iniwan ung parcel ko.,0,0
Dati po syang stereo ngayon hindi na po,0,0
Hindi gumana,0,0
Broke 10 days after,0,0
R20 ang lagayan tas R40 ang laman. Basag pa ng sound. Galing naman. Binabayaran naman ng kumpleto.,0,0
"not working, tried to contact the seller but they were unresponsive ",0,0
Sayang 30 pang load din sana ????,0,0
Sound like a tin can! ????,2,0
I ordered a headset that is supposed to have a magnet I have received one without magnets.,0,0
Mura nga mapapamura ka dn! Sira ung isa lintik di muna chineck! I will definitely report this seller even this is small amount!,0,0
"Isang araw lang nagamit, sira na agad????",0,0
"This is Timo po. I ordered earphones from you with a quantity of 3 but as I recieved my order and opened it, it turns out that there is only 1 earphone in the package. The package was too big and too wide that's why I'm unhappy to know that 2 of the earphones are missing. Please do deliver the 2",0,0
Sabi built in magnet di naman tsssk??,1,0
"Lahat ng earphones na yan lahat sira, Anong klaseng seller kayo, nagtitinda kayo ng mga sirang earphones..Sayang lang pero ko..",0,0
Unang gamit sira agad ?? ??,0,0
item was no longer working 2 days after shipment.,0,0
Sira naman yung earphones walang kwenta sayang lang pera ko bwisit......??,0,0
"Pangit ng tunog, Sabog ung sounds,",0,0
Kung nag galing ka sa original earphone wag muna try to like me na galing sa original walang left right sounds sira pa pinadala di ko na no refund mura lang naman at ok lang pero wag kana tumuloy order like a toy men,0,0
Panget quality ng r20 ,0,0
"Wala Yung isang rubber sa Left side, tapus Ang tagal ng delivery, Kung saan saan pa dinala.. same QC Lang din Naman.",0,0
Hindi maganda yung earphone hindi gumagana yung isa tapos yung sabi magmetic pero hindi naman,0,0
Wrong product,0,0
Microphone not working,0,0
Very disappointed. ??,0,0
Ginamit ko sya but 1week after hindi na sya gumagana. I was disappointed.,1,0
Defective item tunog chipmunks dineliver nyo sa akin,0,0
Sira kaagad ??,0,0
Pag dating maayos tapos nagalaw lang saglit sira na yung kanan di na tumutunog,0,0
ang bilis masira 3 days ko palang nagagamit sira na,0,0
Panget ??,0,0
Hindi gumagana yung isang pares ng isang earphone! Sana ma refund pa.,0,0
Very disappointed.. Mic not functioning not magnetic. sana po u tried it before shipping out. Tanggal din yung yellow na nakaconnect sa earphones,0,0
"I ordered two. The other one came with two same right earbuds, so disappointing.",0,0
"Very very very unhappy.. Kung ano ung tela ng kurtina, ayon din ang tela ng bedsheet! Katsa texture po sya. And this should be terno, pero ung kurtina ko 1 pink at1 peach ang kulay. Dapat po 2 pink ito. Sana nag checheck ng orders para sa service man lang makabawi kayo ????????? Not buying again!!",0,0
Subrang kupas ang kulor nya..iba sa pic..iba ang expictition dalawang order Kona Dito ganoon din Sa una kupas din ang kular??????,0,0
Sobrang panget ng kulay kupas na kupas na parang gmit na .??????????????????????. Sayang lang pera . wag na wag kau oorder dto nkaka disappoint . sobra . kagigil ???????????????????????? Balik nyo pera ko inyo na tong items panget na panget .. Nhhiya tuloy ako ibgay kay mama .. Kasi SOBRANG PANGET,0,0
"Sobrang iba nito sa pic at actual, kupas naa po xa parang ginamit na ...",0,0
Mayabang Ang nag deliver subrang yabang ,0,0
Napaka putla Ng kulay Hindi Naman Ito red parang binabad sa clorox not worth the money at Hindi maganda Ang qaulity,0,0
Napaka nipis Napaka faded ng kulay Malayo sa ads / Picture nila Naloko kami sa presyong mababa kailangan makaloko para kayo ay bumenta Ayusin nyo negosyo nyo. Di rin mg rereply yang seller na yan,0,0
Isa lang nagana sa left lang wag kayo bumili dito???????? ??,0,0
"The product is not working, i tried to contact the seller but, he ignored my messages ????",0,0
FAKE. BAD QUALITY tunog lata. Not magnetic. False advertising,1,0
 nasira agad ??,0,0
"Hindi ba gumagana isang side e partida dalawa pa order ko tas built in magnets daw tapos wala naman scam amputek, may cable organizer daw tapos wala naman. Kulang kulang na dipa gumagana bulok!!",0,0
"Wrong item shipped, what am I gonna do with this",0,0
the earphones are not surround sound both piece plays right side audio and either lower volume or no sound at all for left side audio all 10 of them,0,0
"I received defective earphone so I ask for refund, then this shop said cut it using scissor so I did, I cut the defective earphone! But until now they didn't refund my payment.",0,0
"yung bumili ka kase gagamitin mo pag online class,tas di gumagana yung mic. kaya wag na kayo mag taka kung bat wanstar yan.",0,0
KULANG PINADALA!!!! 3 ORDER KO ISA LANG DUMATING.! NAG MESSAGE AKO SA KANILA AND WALA MANLANG RESPOND!!! ANO KALA NUO SA PERANG BINAYAD NAMIN?? FREE!!!,0,0
"Update: Wala pang 1 week, sira na agad yung item. :)",0,0
"Left side earphone not functioning, sinubukan na din sa 3 phones ganon pa din. Right side earphone lang ng earphone malakas at gumagana.",0,0
Mahina sa realme 6pro ko ??,0,0
"Yung packaging nya wala bubble wrap buti hindi nasira nung narecieve ko, kaya pala mura sya yung tunog nya di okay pero salamat parin lagyan nyo po bubble wrap mga packaging nyo yung lang salamat",2,0
Wag na kayong bumili dito bulok yung seller sira yung bini benta tapos d pa marunong gumawa ng paraan para maayos yung binenta nila first time ko makaranas neto kaya wag na kayong bumili dito d worth it masasayang pera nyo,0,0
Sorry seller and Shopee product quality is poor thatÃ•s why itÃ•s cheap.??,2,0
"Pwede na sa 28 pesosðŸ˜…, mas malakas pa yung bass sa mismong tugtog. Pero mabait naman yung seller,  walang bubble wrap di ko talaga gusto yung tunog. ðŸ˜…",0,0
"Bat naman sira ung pinadala nyo sakin? Balik nyo pera ko, nagsayang ako ng pera para sa sirang earphone nyo, nkakadismaya kauðŸ˜­ðŸ˜­ðŸ˜­",0,0
Kainis maganda pa yung 9 pesos earphone na nabili koðŸ¤¬ðŸ¤¬,2,0
Di na dedetect tas ayaw pa gumana ðŸ˜ž,0,0
very disappointing !! ðŸ˜¤ðŸ˜” ????,0,0
Aus isa lang ang legit n realme hahaha my puti n naligaw naubusan ba haahahah ok sana khit local n realme earphone hndi eh my naligaw eh ðŸ˜‚ðŸ˜‚ðŸ˜‚,1,0
Good luck nalang sa bumili sa shop na to. Kahit na naka sale walang stock naka auto replace policy cla ibig basihin papadalhan ka ng ibang design kahit hind mo gustoðŸ¤¬ðŸ¤¬ðŸ¤¬,0,0
HIPPING TOOK SO LONG. RECEIVED THE WRONG ITEMS. SAYANG LANG PERA KO!!! ðŸ˜¡,0,0
Malaki ang size kakainisðŸ˜¡,0,0
2 items went missing ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬,0,0
ï¿½ï¿½ðŸ˜¥,invalid,0
pangitðŸ‘ŽðŸ‘ŽðŸ‘Ž,0,0
Poor product quality ðŸ¤£ Hindi na pwde ma refund hindi din pwde mapalitan yung item. Eh bakit kasi may butas? Hindi ba na double check bago padala yung item. Swerte na lang ata sa mga naka order na walang butas or defect yung item. Anyway sayang ng pera. Hindi na ulet ako order sa shop na to. Thanks,0,0
Sobrang haba ng manggas,0,0
"Wag na kayo umorder. â€¢ matagal ma-ship out â€¢ mali color and damaged yung designs â€¢ sabi may freebie, PERO NASAN??! Deserve nyo 1 star. Grabe. Poor lahat.",0,0
Wrong item delivered. I requested for return peru walang nangyari. Next time double check niu item before sending. Sayang pera at sobrang nakaka disappoint ðŸ‘¹,0,0
"Manipis lang yung tela and prang paint lang yung tatak expect , thumbs down ðŸ‘Ž",0,0
the 1st delivery was tagged as buyer not reachable..eh wala namang txt or tawag from rider.. next delivery go go rider is sarcastic.ðŸ˜¥ðŸ˜  well as for the product quality is good..ðŸ‘,1,0
too big for me â˜¹ï¸ but i guess the fault's mine. so far the quality is good along with the design and all.,1,0
hapit na hapit sa leeg parang turtle neck ampeg hahaha bat ganorn??? ðŸ˜­ðŸ˜†,0,0
Ang panget ng tela. minadali ang pagkakatahi at natatastas pa ang sinulid. ,0,0
Sobrang nipis. ,0,0
Sira sira pa Yung tahi Ang panget nya,0,0
Sayang Yung pera.,0,0
Hindi worth it.,0,0
So disappointing po kulang po ng isang item yung na receive ko 3 items sya pero 2 items lng dunating sakin pero i paid the exact amount late ko na nalaman when i open it dto sa bahay ,0,0
Akala ko ba free size pero bat parang pang 3-5 year olds to. Dissappinted,0,0
Kulang ng isa pinadala di na checheck mga item then ung isa sira not recommended,0,0
SIZES ARE TOO SMALL! EXPECTATION VS. REALITY! I WILL NOT ORDER AGAIN!! ,0,0
"7 ung binili ko. Okay naman sana ung tela at design. Kaya lang sobrang liit lahat. Yung ""free-size"" nila pang bata lang or adult na sobrang payat dapat. Hindi uubra sa normal size na body. Sayang lang. Ipamimigay ko nalang to sa mga bata. Sana iadvertise nalang nila 'for kids'. Haay sayang pera.",0,0
Ang liliit naman pambata ang sizes. Maganda sana. May sira pa ang binigay na isa may butas nakakadismaya. Will not order again,0,0
Damaged item po..,0,0
I ordered 2 pero isa lang dumating hindi responsive ung seller. Hindi ako nagandahan sa tela. ,0,0
I don’t recommend this for girls like me. Maganda yung tela pero sobrang sikip at sobrang crop top parang bralets. Hindi siya kasya kahit payat ka kung age 15 and up. Para kasya siya sa pang grade 3 na bata SAYANG PERA KO ANG SARAP ITAPON BWISIT,1,0
Grabe sobrang iksi. alam ko namang croptop kaya lang parang pang 5 years old na. Tapos sa taas fitted tapos sa may baba sobrang luwang. Not satisfied. Pero ok yung quality ng tela. ,2,0
NOT FOLLOWING INSTRUCTION,1,0
Ano ba yan kulang ng isang bag yung idiniliver sakin. Paki refund namn po. Nakakadismaya grabe,0,0
kulang yun items  yun dalawang sling bags talaga yun nawala tapos sakto naman binayad ko.. small items maiitindihan ko pa pero dalawang sling bag ????grabe!!!,0,0
The bag is small and di rin active seller and matagal maship ung product.,0,0
I received the products opened. It's not safe anymore to use the mask.,0,0
lugi,1,0
Cheap quality.,0,0
Sira yung item,0,0
1 star lang kasi di nagrereply. ,0,0
ung nag bayad ka nman ng maayos tapos bibigyan ka ng palpak ng order!!!!,0,0
What you see is not what you get. Kaya pala mura kasi mumurahing klase rin ang dumating. Hindi  katulad ng quality sa pictures nila.,0,0
Hindi naman ganto yung order ko.,0,0
Hindi naman ganto yung order ko.,0,0
Plastick lang Ang panget  pala Ang tagal pa dumating,0,0
Mali na item panget pa ng quality. Dpt nirereport tong seller na to,0,0
Ang liit sa akin ,0,0
Antagal madeliver. madaming mga gasgas din yung bag na binigay.,0,0
INCOMPLETE ITEMS AND HINDI NAGREREFUND. WAG NA KAYO UMORDER DITO. SESENDAN KAYO NG CCTV ANG ENDING WALA KA MAKUKUHA. HAYYY NEVER AGAIN...,0,0
Ang liit. Sayang 2 pair na order ko di ko din magamit.. Wrong color pa ung isa.,0,0
MALIIT YUNG SIZE KAINIS,1,0
Sobrang pangit ng mask halatang peke. ,0,0
Very DISAPPOINTED ako sa ipanadala nyo,0,0
NAPAKATAGAL PA NG DATING,0,0
Nakakainis.maling kulay yung ipinadala.,0,0
Ang nipis ng mask nila ,0,0
Kulang ng isang pack ang nareceive ko.,0,0
This is my first time to order from this shop and I am not satisfied with my order. The quality is very bad. I cannot use the mask because it is super thin.,0,0
Kulng pwede lng 0 rating gagawin ko,1,0
LAHAT GUSOT. SAYANG. DI MAIBENTA.,0,0
Wag na kayo bumili dito! Ang nipis!!!!,0,0
Mali ang kulay na bigay bobo,0,0
Veeery disappointing,2,0
Sobrang nipis. Yung texture ang off din kala mo second hand yung material or yung item itself compared sa ibang N94 brand. Sorry pero I'm no satisfied.,0,0
Dissaponted this time my new order poorly fairs to my previous order its smaller and much thinner.,2,0
Sobrang nipis. Grabe. Parang wala syang any protection function. Pwede lang sya siguro pang double mask.,0,0
"Okay naman yung fabric nya, malambot and affordable yung price.",2,0
"okay naman yung tela, kaso maling color and style yung nakuha ko. tip lang, maglagay kayo ng second choice niyo ng color ",1,0
okay naman yung quality ng tela sa color lang talaga may problema.,1,0
Pero okay na rin naman. Thankyou.,1,0
Okay naman ung bag kya png white ksi ang order ko ang nreciv ko ay beige sana next time masunod ung color n order ng buyer pero okay naman ung bag s price nia.,1,0
ok na siya sa price pero parang madali lang masira,1,0
"ok na man yung product.kaso nag message ako na iba yung color nung isa kaos ang dumating parehong kulay..medyo natagalan ang dating ng parcel.well,anyways.thanks",1,0
"Okay naman siya, kaso may nga lukot at tupi yung mismong shoes, paano kasi walang box. Overall okay naman, medyo disappointed lang at may mga dents yung shoes.",1,0
okay naman sya the problem is the packaging...pls add more effort sa packaging kasi yupi yupi ung shoes but all for all okay naman ung shoes..nice sya buti nalang i added +1 size nice,1,0
"Okay nman yung item. Sakto yung size kaso nga lng white, gold yung inorder ko pero pink yung dumating. Sana po e check niyo muna bago ibalot. Kng di available mg message nman po kayo. Anyway, thank you",1,0
"Okay naman po yung quality niya for its price, sana nga lang magtagal..",1,0
"Okay lang Naman kaso naka cellophane lang po sya, kaya Medyo May part sa shoes na na flat.",1,0
Ok nmn yong shoes sakto Ang size at Ang kulay na napili ko..parang matibay Ang shoes .,1,0
Ok lang ang shoes pero next time mas ok f nkabox kasi naiipit ang shoes while on delivery..may stain din xa.,1,0
Ok lang ang quality but ang sa akin is may factory defect...,1,0
"Ok naman ung shoes kaso bakit ganon kau ,gold ung order ko tapos black pinadala nyo.layo nman po sa kulay",1,0
"Ok nman ,maganda ,mabilis ang deliver,",1,0
Ok naman ung item hindi nga lang siya naka box,1,0
"OK lang sya bilis ng dating ng product.. Pero na disappointed ako s packing, but anyway its OK..",1,0
ok sana kaya lang may lukot yung likod saka harapan.,1,0
"ok naman sya kaya lang maluwag yung sa strap nya di gaya ng una kong order dito na maayos talaga , ayun lang medyo disappointed ako pero ok na rin salamat .",1,0
Okay quality.. Responsive seller.. Standard packaging.. Item shipped on-time.. Will order again....,1,0
Okay lang yung product for its prize. Rubber lang pala siya hindi siya leather.,1,0
Okey naman maganda sya tama lang size nya sakin 39 .,1,0
dumating naman at complete naman yung parcel ko ,1,0
sakto lang ,1,0
average naman yung quality ,0,0
tama lang ung tunog nya simple lang ,1,0
okay naman katamtaman lang ,1,0
pede na rin 100 lang naman ,1,0
average lang yung quality ng airpods ,0,0
yung tunog nya is okay lang ,1,0
don’t expect too much for its price tama lang ,1,0
pede na ,1,0
dumating naman ,1,0
tama naman yung color na dumating sakin ,1,0
okay langs ,1,0
pede na  ,1,0
sakto sya for me okay ndin to ,1,0
Okay naman,1,0
okay ndin ,1,0
okay na rin at pede ng pagtygaan ,1,0
oks lang ,1,0
dumating naman yung order ko ,1,0
tama naman yung color at complete item ,1,0
k langs ,2,0
don’t expect too much simple lang sya ,1,0
k langs ,2,0
okay lang,1,0
THANK YOU SO MUCH SELLER! SOBRANG GANDA MO NG KULAY AT NG QUALITY NG DAMIT. KAYA NAGORDER ULIT PO AKO,2,0
Thank you!!! Its cute and I like it. Tama naman dumating na color so Im happy na,2,0
Sobrang ganda ng quality and hindi siya mainit suotin.,2,0
"right color naman yung dumating, thanks po sa selle",1,0
ang ganda ng quality hehe.,2,0
"super tagal nga lang dumating pero worth it naman pala mag hintay kung ganito kaganda ung dadating HAHAHAHAHAHAH thank u, will order again! happy new year!",2,0
THANKYOU SO MUCH SELLER..OORDER AQ ULE.. ,2,0
GODBLESS PO..MGANDA UNG TELA FIT SYA SKIN LARGE FRAME HEHEHE,2,0
The quality is superb despite its cheap price. Will definitely order again soon! ,2,0
good quality with the combination of good service! ,1,0
Thankfully nasunod lahat ng color variations na pinili ko. Its quality suits its price. Sadyang inabot ng 3 days before iship.,2,0
thankyouu seller maganda naman siya,2,0
Excellent Quality.... ,2,0
Thank you seller and rider,2,0
Ang Gandalf Tama yung color nya and ang cute medyo mahaba lang sakin since I'm 12,1,0
Thank you seller ang ganda po talaga super,2,0
thank you seller godbless your sales po good job super like ganda tlgaaaa promise yan,2,0
bagay na bagay po sakin nice nice po ito order po ako uli,2,0
Sobrang ganda ng item well package,2,0
"Maganda tela nya,sobrang lambot.mabilis lang den dumating sakin",2,0
Ang ganda nung quality nya ,2,0
"Maganda yung item, ",2,0
Thank-you seller ok naman yung item maganda naman yung tela niya tsaka soft yung tela.,2,0
Thankyou seller and rider maganda naman,2,0
Thank you seller complete yung items ,2,0
Ang ganda ng tela malambot... yung size sakto lang,2,0
Maganda yung tela ,2,0
thankyou po ang ganda ng item at tama yung color unang order ko to pero di nakaka dissapoin,2,0
The item has shipped immediately.. it is in good condition and has no dents.. ,2,0
Thank you seller and thank you kuang rider. God bless you always.,2,0
"Super thanks seller, natupad ang request ko, before newyear, slamat po",2,0
Thankfully nasunod lahat ng color variations na pinili ko. Its quality suits its price.,2,0
GINIFT KO YUNG PRODUCT AND ITS SO WORTH IT KASI NAGUSTUHAN NIYA SO HIGHLY RECOMMENDED SA MGA GUSTONG I CHRISTMAS GIFT YUNG GANITO!! THANK U SELLER AND RIDER ,2,0
Ang ganda talagaaaa,2,0
Ang ganda namn NG mga dress salamat shopee ,2,0
Sobrang bilis dumating ng order and tama lahat ng kulay. Satisfied buyer here. Order na rin kayooo! Salamat shopeeeeeee!,2,0
very fast delivery...it came few days after ordering it... willl definitely order again... item is legit and in good condition...,2,0
"Maganda talaga yung damit as in nagustuhan ko sya, ",2,0
Dumating agad..ang fabric ay cotton spandex..tama nmn mga colors ng order ko..at yan po yung actual colors,1,0
"Thank you Seller. The item is good,cute and ready to use. I ",2,0
Sorry late hehehe sorry din diko na napic hahahaha over all naman maganda pati tela actually hehehe thankyouuu thankyouu,2,0
ganda ng items.. thank you seller and courier for safe delivery.. will order again.. definitel,2,0
ang ganda ng items .at ok naman ang items.thank you,1,0
"Thank ypu po shoppe,, courrier and also the seller nagustohan ng pamangkin ko ang order nya,, until next time po",2,0
Maganda yung tela . Hindi ko na pic kasi excited yung may ari kinuha agad,1,0
maganda po sya sobra napakaganada po i highly recommend this product po,2,0
"thank u so much po sa seller,",2,0
Thank you sa rider talaga,2,0
Thank you seller and shopee! Sobrang ok nung item for its price. All orders complete ren at naship agad ni seller. Thanks,2,0
Thank youThank youThank youThank youThank youThank youThank youThank youThank youThank youThank you,2,0
sira po yung left side ang pangit po ng sound quality at hindi comportable sa tenga,0,0
"unang order ng kaibigan ko parehong right nakuha nya, nung umorder naman ako parehong left naman, taena trinashtalk tuloy kami sa search and destroy sa cod, tinawag kaming bingi amp",0,0
sira po yung left side ang pangit po ng sound quality at hindi comportable sa tenga,0,0
defective :'((,0,0
I was very disappointed I bought 4pcs of these earphones tapos sira lahat ng mic ? Useless d magamit sa open mic games or call all mic are defected.. please dont buy these if you guys are into games using mic or gagamitin nyo for calls WASTE MONEY BETTER BUY SOMEWHERE ELSE,0,0
Both earphones were defective.One earphone only gave out the left input on both the buds and the other earphone only gave out the right input on both buds.Its like listening with a mono earphone. :/,0,0
"Why 1 star only? Kasi hindi gumagana yung stereo ng earphones nato. Tinest ko sya sa left and right sound, hindi mo naririnig yung sounds sa right side puro sa left side, parang naka combine yung sounds, parang naka mono sound. Both naman gumagana kaso yung pagka stereo type ng earphones nato, wala.",0,0
"Not worth buying, though the price defines its quality. I tried testing both left and right earplugs, and both works as a left earplug. Meaning, the right earplug has the left sound, and none of the earplugs has the right sound. ðŸ˜”",0,0
"Do not buy this earphones, the sound is very bad. Ganito yung mga nabibili s mga naglalako sa kalye.",0,0
"Poor quality. Sayang ang bayad. 2 pa naman inorder ko. ang daling nasira. Wala pang 1 week. Sorry, will not order again.",0,0
Honestly speaking I know its too much to expect quality product for a cheap price. But 2 out of the 4 earphones isn't working. Sana before pina ship tinest muna. Buti na lang mura lng ung nabili ko.,1,0
Sorry but the item that i received which is r 95 is not functioning may problema sa jack mismo,0,0
the sound is bad parang tunog lata tas sabog yung tunog tas mahina pa will not order again,0,0
tapos kini click ko un refund kanina ayaw gumana! ska ayaw pa mag send ng photo! isesend ko talaga un sirang headset n 2 putol pang wire! nakakagigil! sana hindi na kayo nagtinda sayang 159! hindi na ako bibili ulit sa inyo! 0 star kayo dapat! hindi la binalik ng delivery piso ko!,0,0
Realme earphone inorder q ano tong dumating sken haist ka dismaya ok lng SNA price per SNA ndi na nilagay na realme brand pra ndi umasa mhina dn sounds nea kea ndi DN bkaka satisfied Wala DN update c seller ndi na aq mauulit dto,1,0
May damaged yung earphone. Will not recommend to buy this item even though it has a name of realme.,0,0
"Clearly the package says stereo earphone but what i received is mono earphone. The seller doesn't give sh*t cause this is my 3rd order. The first is good, the second is mono so i refund it and this third one is sh*tty as the second one. Always check your order, do the left right test.",0,0
"the earplugs aren't working properly, the left bud doesn't make sound & the overall audio is very choppy. won't recommend.",0,0
I ordered four earphones. One was working and the other three are pure garbage. And guess what? The working one sounds like it's not even worth 30 pesos. lol. ,0,0
Not original. Quality is not good ??,0,0
Not so good shop mali mali yung dumating na item basag pa 2 kong Tempered Glass kulang pa ng isang earphones di pa ata marungong mag reply owner ng shop nato kasi kahit tad tatadin muna ng reklamo mo wala parin pakialam di marunong maging approachable nakaka inis boysit imbes na Kumita ako hindi.,0,0
I jst try it nung dumatng kaso d tlaga gumana so i proces return refund but unfurtunately so much hassle and bz sa work as well so seller mesg me off telling me to cut off the wire of the headset so i could hv the refund pero wala haha lol need ko pa w return but thank u though not a good experience,1,0
I received my order and when look at it its not what i ordered and it was already open like it was replaced,0,0
Imitation lng pala. based on its price. ,0,0
Isa lang gumagana.,1,0
Sira yung product niyo,0,0
Poor quality,0,0
I will be honest to my comment! Im not satisfied to the quality of this product its cheap and the quality of sound is cheap too! Im disapointed with this products quality. I test the 3pcs that i bought its all same quality tunog lata yung sound nya. Sorry for my comment im just dissapointed. ,1,0
Order recieved after 3 days. I am disappointed with the item basag ang sound sa earpiece yung isa mahina ang sound. I hope sa susunod maging honest naman po kayo sa mga benebenta nyo. Yes mura nga ang item dahil naka promo daw. Pero halatang fake. Realme daw ang brand. Di maganda pagkabalot ðŸ˜’,0,0
Yung sakabila nang earphones ko. Hi di guma gana .Sana po merong refund .ate.. Salamat po,0,0
earphone niyo bulok napakawalang kwenta good for 3 songs ampota,0,0
Ibang earphones na sa loob nang balot zz ??,0,0
sa details may volume control. nung dumating wlang volume control,0,0
The jack is tilted and the sound is cracked dont order the m39 earphone its sucks,0,0
Bulok ang pangit ng tunog sira sira pa yung beads,0,0
Hindi nagana kaya bingay ko na lang sa ksama ko,0,0
"**OVERRATED** Where do i even start. 1. Diko pa nasusuot, isang laba lng bakbak na agad print 2. Hndi proportional ang sleeves, too long for its size. Prang 90s dugyot hiphopers 3. Seller took over 4days before the item was shipped out. Mas mganda pa kay Yshirts at 149php lng!",0,0
Isang laba pa lang kahit hindi kinusutan at hinaluan ng Zonrox nasira agad yung design. May glitters pala siya at kumalat sa buong shirt. Sobrang nakakadisappoint  yung design at size kaso hindi pala quality.,0,0
Ok naman yung t shirt kaso yung print 2 laba lang tanggal na umayyy panget ng print tunaw agad yung print walang kwenta ok na sana sa t shirt sa print pumanget,1,0
nag expect ako ng maganda kase nakita koto sa shoppee budol. large binili ko kase gusto ko oversized ganda sana pamorma tas nung dumating ang lake nung manggas yung manggas lang talaga sobrang disappointed sayang pera 2 panaman binili ko,2,0
Ang pangit ng tela,0,0
Pang 4th order ko hindi maganda pagkakatahi sa round neck nadismaya ako INSPI fan pa naman ako kakainis error,0,0
Sabi may glitch daw sa sytem out of stock na daw ang item tapos iba ang pinadala bigyan na lng ng keyholder na ampangit din nmn. It's my 2nd time na sana umorder sa shop na to kaso pambihira. Nag update sana kayo bago kayo mag padala ng maling item. Bwesit.,0,0
Nag dikit- dikit yung print sa likod.,0,0
haba masyado ng manggas..,0,0
Parang minadali lang ata ang pagprint ah. Nakakadismaya naman. Mataas pa naman expectations ko. Sana naman di na to maulit. Talagang nakakadismaya.,0,0
nababakbak ung pintura dalawang beses palang nilabahan.,0,0
Ano ba Ang pangit Ng tila at Ang laki laki ng damit Hindi man lang magagamit,0,0
They informed me that one item in my order was out of stock so they replaced it with another one. The replacement they provided was the same as what I ordered from my previous order too. Grrr. The item took more than the shopee guaranteed date of shipping date to ship out. I refused cancellation too,0,0
Ang nipis amp,0,0
Panget nang pag kaka print,0,0
Next time kapag may ng yari na system glitch sa inyo mag bigay kayo ng choices para makapili ng design kasi tatlong white binili ko ang dumating puro black nakaka dismaya lng kasi yung gusto ko hindi yun yung dumating,0,0
Reseller is very unhelpful I basically leave a comment to my order that I want Hungry for Adventure and other design but the reseller insist and very Rude not recommended to buy to this store,0,0
Laki ng expectations ko yun pala mali yung size na binigay hindi maganda yung neck design!,0,0
HINDING HINDI NA AKO OORDER SA SELLER NA TO...MALI MALING DESIGN ANG BINIGAY... BWESET NAGBABAYAD NG TAMA UNG ITEM MALI...KUNG KAPITBAHAY KO LANG JNT BALIK KO TO AGAD AGADðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬,0,0
Nabubura yung print humahawa low quality,0,0
may punit agad yung tela maganda sana kaso panget kaso nasira agad pagka bukas palang,1,0
Next time pag ubos na yung stocks nyo. Message nyo yung customer nyo ano gusto nyang ipalit. Hindi yung kayo yung mamimili tapos papalitan nyo ng keychain. Para akong bumili ng di ko naman gusto. ðŸ‘Ž,0,0
Kulang po yyng order ko i payed for 2 tshirts and i recieved 1 tshirt only hindi din po macontact si seller,0,0
hindi pantay mga design amp,0,0
Ang nipis . Not contented ibang iba sa pic at sa personal,0,0
"Sabi may free gift, wala namang dumating!!!",0,0
Malaki medium ung binili ko pero large naibigay sken,0,0
"Poor customer service. I had the wrong size for the shirts, and unfortunately the seller is not willing to help/assist and declined my request for the returning of the items, so now i couldnt order again the correct size. Daig nyo pa mga mall/physical stores na may 7-",0,0
"sayang coins kase, pero di maganda yung product hahahhahahhahahdnsnskkekskksmsmnsnemnskskkekekkdkekekekekkekdnnrnnrnrnrnrndnne",1,0
Mabilis matanggal yung nakasulat ??,1,0
di tama yung size na dumating,1,0
Tatlong t-shirt naorder ko yung dalawa mali pa. Ang layo sa napili ko kaya nag-request na lang ako ng return/refund pero sobrang hassle kailangan pa ako mismo yung mag-drop ng item at inabot ng 8 days bago ko makuha yung refund ko. Sana naman wag ibang items ibigay niyo ang hirap magbalik.,0,0
1 star lang may lapses sa mga tahi,0,0
Large order ko tapos dumating medium. Anliit tuloy pero ok naman yung shirt,1,0
Quality is not good. ??,0,0
Matagal na yung dating Madumi payung parcel nung dumating nkaka disappoint. Hahays ????,0,0
Not the wave splash design that I ordered.,0,0
Pangit ng damit. Palyado ung print. Sobrang layo sa tunay n buhay.... Never again,0,0
butas po yung tshirts. Haysssss ??,0,0
ang nipis ng tela at yung print parang natatanggal,0,0
awit sana ginagwa nyu nlng silk yung tela ang nipis,0,0
Isang laba palang tanggal na print,0,0
Umay hindi MA ganda,0,0
4weeks bago ma deliver,0,0
Mali yung size na dumating,0,0
